ParticipantID,VOICE_NUMBER,VOICE_TYPE,HEALTH,DOMINANCE
118,10,2,7.5,.30952380952381
118,11,2,8,6
118,12,2,6.5,5
118,13,2,7.75,7.5
118,14,2,8.25,8
118,15,2,6,4.5
118,16,2,6,4.5
118,17,2,7.25,6.5
118,18,2,8,7
118,19,2,6.75,6
118,20,1,7.25,.357142857142857
119,1,1,7,7.5
119,2,1,7.75,8.5
119,3,1,6.75,7
119,4,1,7,7.5
119,5,1,6,6.5
119,6,1,6,6.5
119,7,1,3.75,4
119,8,1,4,4.5
119,9,1,4.25,5.5
119,10,2,5.75,.285714285714286
119,11,2,4.75,5.5
119,12,2,4.5,3.5
119,13,2,7,6
119,14,2,6.5,7.5
119,15,2,4.25,5
119,16,2,4.25,5
119,17,2,5.25,6.5
119,18,2,5,6
119,19,2,7.5,5.5
119,20,1,4.75,.119047619047619
120,1,1,6,4
120,2,1,5.75,4
120,3,1,5.5,5
120,4,1,5.5,4.5
120,5,1,6.5,7
120,6,1,6.5,7
120,7,1,5.5,7.5
120,8,1,6.5,5
120,9,1,5.75,5
120,10,2,4.75,.30952380952381
120,11,2,5.75,6
120,12,2,4,3.5
120,13,2,5.5,3.5
120,14,2,5.5,5
120,15,2,4.75,1.5
120,16,2,4.75,1.5
120,17,2,3.75,2.5
120,18,2,4.25,4.5
120,19,2,4,2
120,20,1,4.75,.30952380952381
122,1,1,5.25,6.5
122,2,1,4.25,5
122,3,1,5,6
122,4,1,5,5.5
122,5,1,5.5,5
122,6,1,5.5,5
122,7,1,4.75,6
122,8,1,5.5,5
122,9,1,5,5
122,10,2,5.25,.238095238095238
122,11,2,5,5
122,12,2,5,5
122,13,2,4.5,5.5
122,14,2,4.5,5
122,15,2,5,5
122,16,2,5,5
122,17,2,4.5,5
122,18,2,4.5,5.5
122,19,2,4.25,6.5
122,20,1,5.75,.285714285714286
124,1,1,5.5,2.5
124,2,1,6,5
124,3,1,5,4.5
124,4,1,7.75,5
124,5,1,6.25,6.5
124,6,1,6.25,6.5
124,7,1,4.5,6
124,8,1,6,5
124,9,1,7,7
124,10,2,4.75,.214285714285714
124,11,2,4.75,3.5
124,12,2,4,6
124,13,2,6.5,5.5
124,14,2,5,5
124,15,2,3.5,2.5
124,16,2,3.5,2.5
124,17,2,6,3.5
124,18,2,5,7
124,19,2,6,5
124,20,1,6.25,.238095238095238
125,1,1,5,5
125,2,1,4.75,5.5
125,3,1,5.5,4
125,4,1,7,7
125,5,1,6.5,4.5
125,6,1,6.5,4.5
125,7,1,4.25,7.5
125,8,1,4.75,7
125,9,1,6.25,6.5
125,10,2,7,.357142857142857
125,11,2,5.25,4
125,12,2,6,4.5
125,13,2,5,5
125,14,2,4.75,7
125,15,2,3.25,3.5
125,16,2,3.25,3.5
125,17,2,4.75,6
125,18,2,3.75,6.5
125,19,2,5.5,4.5
125,20,1,5.5,.333333333333333
126,1,1, ,2.5
126,2,1, ,9
126,3,1, ,5
126,4,1, ,2.5
126,5,1, ,7
126,6,1, ,7
126,7,1, ,7.5
126,8,1, ,4
126,9,1, ,7.5
126,10,2, ,.357142857142857
126,11,2, ,3.5
126,12,2, ,8.5
126,13,2, ,6.5
126,14,2, ,6
126,15,2, ,4
126,16,2, ,4
126,17,2, ,6
126,18,2, ,4.5
126,19,2, ,3
126,20,1, ,.19047619047619
128,1,1,5,5
128,2,1,5,5
128,3,1,6,5
128,4,1,5,5
128,5,1,5,5
128,6,1,5,5
128,7,1,4,5
128,8,1,5,5
128,9,1,4.75,5
128,10,2,5,.238095238095238
128,11,2,5,5
128,12,2,5,5
128,13,2,5,5
128,14,2,5,5
128,15,2,5,5
128,16,2,5,5
128,17,2,5,5
128,18,2,4,5
128,19,2,5,5
128,20, ,5,.238095238095238
