ParticipantID,VOICE_NUMBER,VOICE_TYPE,HEALTH,ATTRACTIVENESS
9,2,1,5,5
9,3,1,5,7.5
9,4,1,4.75,7
9,5,1,4.5,6.5
9,6,1,4.5,6.5
9,7,1,5,7
9,8,1,5,7
9,9,1,5,8
9,10,2,5,.30952380952381
9,11,2,4.5,9
9,12,2,5,6
9,13,2,4.75,6.5
9,14,2,4.5,8.5
9,15,2,5,6.5
9,16,2,5,6.5
9,17,2,4.75,7
9,18,2,4.25,7.5
9,19,2,4.75,8
9,20,1,5,.380952380952381
41,1,1,7.25,9
41,2,1,5,1
41,3,1,6,4.5
41,4,1,6.75,8
41,5,1,5.75,6
41,6,1,5.75,6
41,7,1,3.5,1
41,8,1,4.75,6
41,9,1,4.25,5
41,10,2,3,.142857142857143
41,11,2,4.75,5
41,12,2,3,3
41,13,2,6.25,6.5
41,14,2,6.25,7
41,15,2,4.25,4
41,16,2,4.25,4
41,17,2,4.25,6.5
41,18,2,5,4
41,19,2,4.75,3.5
41,20,1,4.75,.166666666666667
59,1,1,4,9
59,2,1,4.25,9
59,3,1,4,9
59,4,1,4,9
59,5,1,4.25,9
59,6,1,4.25,9
59,7,1,4,9
59,8,1,4,9
59,9,1,4,9
59,10,2,4,.428571428571429
59,11,2,4,9
59,12,2,3.75,9
59,13,2,3.75,9
59,14,2,4,9
59,15,2,4.5,9
59,16,2,4.5,9
59,17,2,3.75,9
59,18,2,3.75,9
59,19,2,3.75,9
59,20,1,4.25,.428571428571429
88,1,1,8,9
88,2,1,7.75,4
88,3,1,6.75,4.5
88,4,1,5.25,7.5
88,5,1,4.5,3.5
88,6,1,4.5,3.5
88,7,1,3.25,1.5
88,8,1,4.25,6.5
88,9,1,6.25,7.5
88,10,2,4.5,.19047619047619
88,11,2,5.75,5.5
88,12,2,5,4
88,13,2,7,6.5
88,14,2,3.75,4
88,15,2,6,3.5
88,16,2,6,3.5
88,17,2,5.75,5
88,18,2,8,8.5
88,19,2,5.25,5.5
88,20, ,7.25,.19047619047619
